A;B;C;D;E;F;G;H;I;J;K;L;M;N;O;P;Q;R;S;T;U;V;W;X;Y;Z;AA;AB;AC;AD;AE;AF;AG;AH;AI;AJ;AK;AL;AM;AN;Target
0.2929295164;-1.1425042368;0.0702761427;1.9633874938;5.9801074546;0.1361351598;-0.1580438844;0.8990343547;-0.0287552513;-0.3025973864;0.0371604458;-1.1681347766;-6.6820073978;0.127055649;0.1353298419;0.7174719508;-1.6941870255;-0.2047394379;-0.0971005531;-0.6066321579;0.3395687697;1.3213807814;0.2485334993;2.1883194008;0.0502303171;-0.8924020042;1.3515114151;-0.6891860018;-2.942636659;0.8829248384;-1.2355655524;-0.3369860729;-1.7289001184;0.9429248633;-2.7225384297;0.2856864493;4.3011870311;-1.0420850623;-1.7433070992;0.5973936147;1
1.0188995558;0.1922777838;0.3506117846;0.2649317136;-1.2575258117;-0.6282554065;1.4111936825;1.0200444019;-1.0474612411;-0.0686662408;0.2252746612;-0.2159400005;-0.1035663146;-0.9329554038;1.1625266861;-0.7962405343;0.7309214382;0.7535909903;-0.249880158;-0.2103896544;1.1707285694;0.5169319547;-0.0450010466;-3.0874622819;-2.2490243711;-0.6016983495;0.4640312635;-0.7517212208;0.4775128575;-0.5616653924;1.0587982503;0.9815906036;-0.1126022501;-0.4894580429;2.0060347284;0.5518303929;0.6079009053;0.5874832481;1.1693945537;1.6153477631;1
-0.5962246034;-0.4141014851;0.312990229;-0.5616417184;6.2316269561;0.5224275699;-2.3087411183;-0.7449725496;-0.6242353578;-0.166464385;-2.2618056781;-1.0466623117;0.6731072489;-0.2238852014;3.5409784854;-1.2869579509;0.4654243294;-1.5301387904;0.7526126327;0.0573113663;0.0180129115;0.5254312443;2.5466394179;4.4917450394;2.0893235719;-0.7312345878;1.9068201867;0.3621874926;1.350639886;-1.115163046;-1.291983848;1.3104683128;-1.2451009232;0.4709503173;-2.2638446259;1.1047880336;1.4438573794;0.0384643158;-1.7865150942;2.0482676646;1
-0.0845227127;-0.6739077537;1.037289436;-0.4136272448;-2.8841344124;-1.0151281865;2.8856077041;2.7893904406;1.4224502338;-0.0333266369;-0.6253299994;0.5259238069;-0.3297347867;-0.5714404913;-3.1638566015;-0.6945493305;-0.0759339521;-0.8682983499;-4.0782241308;0.6519865401;0.7384351319;0.0734256784;1.3533828748;2.4427980479;0.3084703758;-0.1110877581;1.1611204534;-0.4127269393;0.6272828686;-1.8936225672;0.7117825329;0.1162657081;-1.4228670442;-0.9400542226;3.3495585578;-0.2033001047;-1.6691125636;2.3770721648;-2.6708315252;-4.8580640645;0
-1.0163273289;-0.2889764328;1.054075145;0.1742375811;5.1451748555;0.6777052256;0.440845274;0.2985900365;2.6043589788;-0.6821934923;0.4876675974;1.4901735605;-3.6567555914;-1.1159953509;-2.1505706168;0.0488159956;-1.8381892402;0.198681247;1.8139029642;0.1825125272;0.5659811195;0.8960354116;0.6308601063;1.7444288469;-0.8755411432;0.8779857411;-1.2830973693;-1.5083531346;-4.0765233773;-1.9851427698;0.6767334832;-0.578144255;-0.7698405833;1.5865058893;-1.1467617591;0.0655797588;-2.3852302968;1.3990714571;-0.5142148324;-0.4620986183;1
0.469875917;-0.3577258352;-0.4845720076;0.842038437;5.9305014681;-0.3932293916;2.1101504985;2.1881506343;-1.153205063;-0.8123730755;1.3724941864;1.399039411;-2.0565306438;1.2581740165;-0.7855225932;-0.9934283055;0.3111523515;-0.6665454545;-2.0617532668;0.7682042756;0.9324605417;-0.039212646;3.6954863103;12.4986673103;-0.1804481496;1.3706767172;0.8082308882;-0.475388196;-0.8085992812;-1.9755582059;0.0406990799;-0.2217102175;-1.0836138117;-0.0589382724;2.4914408053;0.2106053804;3.7661858123;-0.6754363005;-4.8883776306;-7.7990861077;0
-1.4467708257;-1.5153000617;-0.5062039318;0.5050301836;2.8179570261;-0.7980283427;-0.0474387805;0.884384523;0.6649965639;-0.3746967591;0.2770146288;-0.046394909;-9.6199303489;1.715513934;-4.9886626339;0.1271908451;1.2133609977;0.1537787541;-2.5371388735;1.3245488359;0.2755985669;-0.614119204;-0.1128743224;-3.6334175467;0.6964378872;0.4151525167;0.3724382464;-0.3857778115;-1.8615821707;-1.1401561745;1.2466538044;0.2289378291;0.7515411496;0.1526186956;-5.3463301815;-1.0785624884;1.3538014591;-0.0785185332;2.7480219253;-1.0941942529;0
-0.0431568344;0.4739479407;0.7725899887;-0.6164340624;5.9065119067;-0.6189144651;1.5875099682;-1.6010648885;0.9173114936;0.3648747008;0.3207275352;-0.2880128117;-2.0195429031;-0.4390084276;2.1436895956;0.9150995242;1.1040451653;-1.5560609924;1.3715439427;1.288803137;0.7746752257;-0.3641188913;4.8672292786;6.0952351383;-1.8179663862;1.0004587695;1.5113034677;0.408141736;1.2727244523;1.1350203594;-1.6948233258;1.484124819;-4.2201031328;0.9085307559;0.5781593429;-0.9582710684;-0.2023749827;0.264126155;0.8471046403;0.6659447789;1
-0.1901768703;0.0839397178;-0.4972747408;0.345150328;2.7746210537;-0.9410038607;2.9273535679;0.1404269465;-0.0521476785;0.4667636303;-1.6689146054;-0.7821174875;-4.4971255391;-1.1540702501;2.2448542293;0.395792436;-1.8991896802;-1.4118532695;3.0710594131;1.5074485948;0.594199645;1.4032816424;2.0021970733;1.5218223636;0.6607182312;-1.0859812089;0.6096482033;-0.856627378;-0.5683166422;-0.9931227101;1.6865268244;-0.6242221833;0.4154984138;0.0810281244;-1.0638566799;1.8223870876;3.2608478561;0.2076012623;-3.2387933662;1.8101520589;1
-2.0530932285;0.4961671296;-0.3790576472;-1.026019178;3.3862800474;-1.3511951609;3.7737031787;-0.8935600168;-0.4913457897;0.4719504328;0.8071937105;0.0053474565;-8.2703248475;-1.6213217255;-0.9782508439;0.6201702739;-2.0801622297;0.0594966344;0.1192081105;-0.3442308306;-0.9876064555;1.1221291488;4.8035271742;3.1630921085;0.8444601136;1.0662704144;-2.2175112013;-0.4437346257;0.1911019492;-2.8894985394;1.1030566581;1.3857051959;-0.7455510225;0.4367639114;-3.1056432894;-0.2680113108;0.0450616316;-1.7957338751;-3.4306415473;-0.6209555245;0
-1.35719955;-0.2668587088;-0.4866265637;0.6759290815;4.8800858429;0.1255848909;-0.2247412048;0.1282547672;1.510960359;0.7741655551;1.301560655;-1.0084501643;-2.5158363879;0.41068251;-0.7310133533;0.2526265427;-0.4469591663;-0.4722048192;0.7488918972;0.7002950097;-1.010595741;-0.7186233562;1.661791876;2.0533725988;0.4641968184;-0.4805947509;-0.5348565834;-1.0200770004;-2.7705653561;-1.2048227394;-0.764030534;0.0751762161;-1.2106518673;0.3769477703;0.0409836394;0.1916082818;-1.8976258056;-0.418785173;0.1237860502;0.1650496378;1
-0.6406227748;-0.7677466737;1.1229198424;0.7784649192;8.0534540453;-0.3084328484;0.5371317082;0.1046434175;1.0012543219;0.3819867323;0.4000606447;-0.7348425603;-5.2387916172;-0.2133232791;1.1924125711;0.6498977658;0.8527891994;-0.215067085;0.588601979;-0.663001797;1.0946250466;0.4918403174;1.3280531447;6.0461164437;1.2298862553;0.8384949828;-0.5776929306;-0.1834386092;-5.2539026989;-0.6830386477;-1.8560336955;0.2464952991;-0.7682707895;1.4611824885;0.5285050681;1.9214902297;3.1160690075;-1.6931144935;-2.5226794419;-1.989856021;1
1.5062263346;0.1459968768;0.4284958343;1.4598607816;0.0203007532;0.0253658334;2.3839658046;-2.7455487643;-0.9815095999;-1.5126720885;0.1059103913;-0.6928392515;-5.6641782603;0.222089727;0.9444878134;-0.374830194;0.7831091652;1.0837640745;-3.0336648091;-0.6152382373;-1.1667754783;-0.4869711946;1.8521388123;-0.8321345579;0.124840273;-1.0048271916;1.3541162847;-0.982585732;-0.348722395;-1.9066211888;-0.5144254364;1.1011326718;0.1206766077;-0.3192246999;-1.723716132;0.9743272835;-0.1317190937;1.9719511244;-1.2956013054;-1.1584611796;0
-0.7238505326;-0.4016815739;1.8164751421;-0.3381041863;0.9310583347;0.0746350405;2.6585902829;0.9406147666;-1.0804603277;0.0744361;-0.6429402567;0.8259635175;1.9641067532;-1.1530371609;0.6877048273;0.2552125586;-0.7458670297;1.5391331747;3.5029236844;-0.9826339197;0.9515400339;-1.4166000676;0.43521911;4.1023130107;0.0573574591;0.2054324068;2.2064383315;0.452405462;2.211704644;-0.075435761;1.3743869982;0.7788746249;-4.4817929902;0.9629551894;2.3543742811;-0.0142444592;2.4864590843;1.405213146;-1.0118909825;3.5462340109;1
0.3535043916;-0.7989344688;0.8330699248;-0.3782597384;0.481316836;-0.3998366031;-0.2866528587;-2.8417377684;-1.042964532;-0.3142727037;0.4488745482;-0.0114323815;-2.4833306158;-1.9113305869;1.1684975232;0.0061495461;-3.4640482364;0.8670791464;-0.2854219206;0.9063354853;0.8004059316;-1.6708003273;1.8929382656;0.9648610843;-0.1235624612;0.3177558782;-0.0734825559;0.9961264004;-0.80732018;0.7710113481;0.440962685;-0.4656885733;0.9931224659;-0.5272742149;-0.2388775671;0.4794722282;0.1140544442;1.3054318601;-0.0182279919;0.4045932959;1
0.9027140165;0.0869987508;-1.5432518935;-1.262614025;3.964483483;0.4166973126;4.5087577393;4.5698255142;-0.6277499535;0.2553201146;0.5585798999;0.0796840484;-10.6075235814;0.399816956;-0.5244622084;-0.3948973517;-2.0105544058;1.3607900261;1.2715218564;-0.1506145177;-0.6642151064;1.1260361505;5.4547357287;-3.2977130405;-1.0968065075;1.0165964428;0.6052916715;3.0698849153;-0.8620759882;3.8783360599;-0.4164524686;-0.913858993;-2.0155744097;-0.4337657121;0.082976743;-0.4509664158;0.6316268888;-0.2737428249;2.041702089;0.730049478;0
-0.7529598071;1.6578481992;0.1660122478;1.3777159201;8.3139630728;-0.3214764932;-0.3361110473;-3.7894434014;2.477784951;0.1329407147;-1.4569318535;-0.8317130898;2.3564222959;0.5644424972;3.9598593879;1.0805968002;-0.0791350527;-2.2245067674;1.0772332237;1.4712741711;1.4194414728;-1.6301332224;3.1928635254;8.2033617125;-0.1239640849;-0.1713246371;0.2131592582;0.0835214221;-0.3857696688;-1.097877799;0.2319912344;-0.1995515703;-3.6325072203;0.3723613616;0.4729563485;-2.1702976125;-2.6729100402;2.0367843272;0.6024581027;-1.5075043274;1
0.214548545;-0.924421302;-1.6766935927;-0.287675172;-3.0930338466;0.1516534288;5.8495354369;-1.9915993475;-0.5758707833;0.770828247;-0.9249167649;0.6450477314;-6.6152685835;1.9711451737;2.2388131837;0.8934730525;0.052808267;0.9735283281;0.8942108875;1.267492424;0.9298151059;1.5154767085;3.7445732581;-4.0648552535;2.5800396432;0.1566200473;-0.029644494;0.640930876;-1.413019957;1.4709539915;-0.1215113058;0.9522556768;0.3796731889;-0.2955103053;1.5816769692;-0.3188535062;-2.9476982557;0.0355578602;-1.4220470953;0.717947431;0
-1.2315415324;0.6820410561;1.1037383067;0.7419313314;5.324383197;1.9856978402;-0.9410862536;0.5197475025;1.506953943;-1.079158049;0.7003811129;-0.6699496917;0.015325484;-0.3433863748;1.6253316271;-0.2539955152;-0.1689804928;-0.1052398812;4.2933872254;1.2086845993;-1.0345583524;-1.9109172264;2.1307475213;3.1656809865;-2.0845124123;-1.0140321216;-0.9857824475;-0.2805633455;-0.8011820886;-2.4160476227;1.5298959233;1.9817746755;0.4308355155;0.1693940483;-3.3820075466;-1.0653883594;-1.8286765565;-1.2722660652;-4.7838267222;2.1668821374;1
0.0841795424;0.9048793658;1.004414268;-0.2590506502;-2.4570158883;-1.7866224513;1.971591545;0.9557574606;0.3094353484;0.692328503;-0.3635776562;-1.4514102502;-3.2229997736;-0.8499116718;0.0675264127;-0.4889736631;-0.555361662;0.6554866464;-0.3572528053;0.4067978878;0.3965826823;-0.9251188388;0.7445448252;-2.3878755063;0.3317538491;-0.1727446403;-0.8487002632;-0.6985100776;0.11295661;1.6647610264;0.3788832363;-1.5329886785;0.6094249962;0.8359985809;-0.2888651164;0.2444145911;0.7121854934;0.3631031627;-1.4810343663;-0.1835729472;1
-2.212721795;1.1350418075;-1.4278697925;1.1861380446;-6.2082321125;-0.826984213;1.0204704796;0.0532341423;-2.0219603272;-0.6754785661;1.7674142324;1.1086098248;2.9986392629;0.0729944327;0.472008684;-0.8491402808;-0.5813760471;-0.9175693829;3.536774752;0.5853373424;-0.2602892896;1.2477963235;-4.0966608049;-8.2642495104;0.5038666654;0.4217840279;-0.4233060655;1.9945276473;3.0710242685;0.1770421295;0.117283633;-0.510252809;2.3775075247;-1.7937870348;-4.646069894;0.4990331981;-1.1777527297;1.3983453345;-0.1884293168;2.7623729649;1
0.3233659357;0.9160615219;0.0136068258;0.6431301329;3.8328721024;0.1589298278;0.3805911609;1.6637390957;0.3015413089;0.5579104994;0.3763675893;-0.488876975;-6.1233826202;1.431363955;-2.2247937539;-0.429336353;-0.198521447;0.1447428399;1.7593619674;-0.1046258839;0.6814342063;-0.3495876145;-0.3113560836;-0.3009486739;0.6287651999;-1.4256346189;0.6449720919;-1.6425213796;-1.9756237528;-0.5862407084;-0.54074594;0.6800218685;0.3118663319;-1.0565185234;-2.8110919683;-0.0082855943;3.7734880325;-0.7619426372;0.2214208309;1.4810485509;0
2.1520365897;0.2124988857;0.336353935;-0.698932184;8.3134048865;-1.4449651926;-1.8464698457;-1.7178476932;-1.0374352177;0.934596634;-1.131792704;1.0840468456;0.6491711331;1.7094878947;4.1701289687;0.6358866055;-1.4192507761;0.4200841739;2.3266155464;0.5179979987;-0.3779381577;-0.1207537579;2.5480020977;2.8096472757;-1.2842132166;0.3954709415;-0.3367320693;-0.5172104931;-1.0333240653;-2.4794922849;1.8343478179;-0.6851052825;-1.4504660728;-0.1700239353;-3.4828157828;0.9838845175;-3.7044138629;0.6252096795;-2.004605342;1.9153378413;1
-0.5369656959;-0.439117757;-0.6528279455;-0.3395013206;-3.3801777592;0.0330594911;4.20663428;-2.9951772209;1.1360359619;-1.8192167913;1.547883067;-0.629663422;-3.5524022388;0.9241367626;-2.8780699106;0.0990189129;1.2248698695;-0.2128494858;-3.507535988;-0.6249892413;-1.4260570675;-0.3292130932;0.9208536224;1.4155532373;0.7525228647;-0.2501839373;0.1971794568;-0.1653768618;-0.3379190064;-2.5146948926;-0.4958614894;0.9345795312;-2.5376720776;0.8973894478;4.7479569558;-1.0694106721;0.2041359705;-0.6127888156;2.1825359833;-0.6139347102;0
-0.4087852421;-0.7019497305;-1.0995145276;0.4670523292;4.9019171107;1.0850955796;-3.4487622237;0.5747112452;0.5712300498;-1.2660421836;1.8026484412;0.6230848377;-1.0138345772;-0.3051368017;-1.5822685933;-1.1338522161;-0.4512084888;-0.872880082;0.3202554223;-0.3364815762;0.8134000423;-0.3718523996;1.0658850683;0.7529505558;-0.8266370657;-0.5761073427;-0.587159661;-0.3231347038;-5.1180023066;-2.2102362163;-1.0526291466;0.2873179133;1.425853682;-1.4575867748;2.1253040999;-1.5268077094;-2.5791096165;0.8752773652;1.4703035445;1.3425121354;1
0.0569102075;-0.1725561682;-2.040518687;-0.598851946;0.5348039874;-0.9630776176;1.8932399192;0.2508360103;-0.0928103297;0.2836942573;-0.2984185803;0.5011854209;-4.7669329516;-0.9766035155;0.2884986922;2.3050141258;-1.0940609781;-0.5099091283;-2.3600576836;-1.3664124099;-2.3792432873;0.9819568268;0.8154711866;-0.7983015678;0.5688406071;-0.0568848132;1.404898503;0.0600104788;-1.8111582059;-0.6826589305;1.3630908192;0.8409247073;0.3186665165;-2.421966527;0.9019889893;0.9699484747;1.6754867615;-2.9306948377;-0.6711506813;-1.3571265597;0
0.5380996099;0.5623303002;-0.2941979466;-0.4052612739;10.303516412;0.2672824116;-2.1298436421;0.2591258933;-0.4853585587;-1.4845834478;-0.0848516699;0.5606339839;-1.4434924508;-1.5731563863;0.5468506837;-1.7921178437;0.0161032299;0.2304260575;2.1524437533;-0.5516794477;0.6525073714;-0.4857507155;4.0510619395;6.9547253534;0.716783381;-0.0439171183;0.0170017979;1.3986593028;-2.7911183462;-1.4480606671;0.3526271439;0.3948192019;-2.6598616325;-0.9686624732;0.3184612833;-0.5433891447;-1.703985236;0.2079758257;-0.1145367573;1.3407365121;1
-0.2034298052;-0.629564612;-0.4101043807;1.287401585;0.0193489365;0.6265422827;2.0338811235;3.7196968319;0.6928765031;-0.5852098489;0.3184256789;1.0083297683;-4.1086505439;0.1177534692;-0.6595259327;-0.7733665012;1.0337913472;-0.6636297553;2.0663562384;-1.1870562421;-0.3378231258;-0.1585881374;4.3699894415;0.2002269571;-1.6175617122;1.307381612;0.7902582576;1.7033316144;3.8533255491;6.7101914616;-0.2529258208;-0.8535602806;-4.6035011399;-0.1799280235;0.8450168985;0.5006851172;2.8673673477;1.0812519996;1.6061315267;4.1694662127;0
1.3412910051;-0.9044153892;0.6133271986;-0.012348384;-7.8121998849;0.8054443961;-3.4424921475;-0.5052446068;0.6136204557;-1.1135862319;0.781381443;0.3888618709;5.193812607;-0.374285863;-0.1059046428;-0.5484337193;0.5393492738;-2.3365038008;0.9624443315;1.1039802784;-1.3476373796;0.5676347411;0.9262271294;-4.7768552994;-1.148612739;-2.0507650538;-2.0028161996;0.059491912;5.3669390521;6.4097838377;1.3593734843;-0.1943805953;1.3876640831;2.0143140171;-1.9455717989;-0.9065258653;-3.9244870919;-0.7960605722;1.5952488536;2.9102366848;1
-0.98501522;-1.3162545292;-1.2853281659;-0.6084972183;0.5832946606;-0.7376326139;-0.7900704995;-3.6588058575;1.1824874561;-1.0068674554;-0.5056158847;-2.3857396293;5.4022260775;0.1603541914;2.7181148496;0.176968048;-0.2298222575;0.9967013758;2.4488423619;0.5334403976;-0.3531758989;0.8598275882;-1.2157990881;4.7277790031;0.0686733777;-0.5324286123;0.0401194278;-0.9856875413;2.8867263358;-1.2465166821;-0.5289251211;1.4735296231;-0.2527114332;0.0658095572;-2.560244233;-0.9721440587;0.9819109993;1.956132843;-1.9504693927;0.2463593345;1
-1.0735450903;2.1563009952;-0.6902261899;-1.3285506779;4.5231886136;-1.3804662485;3.0568336255;0.8442211117;-0.3794662412;0.5678917274;-0.361130591;-0.31883751;-4.996071387;-1.4235580233;0.0901145183;0.8808877809;0.8565335829;-0.1283493864;1.9244611361;-0.4170209644;0.2550579355;-0.0596814012;2.0085895092;4.0848454433;-0.3817132973;-0.688769032;-1.8671111548;-0.3314119933;-0.244630223;-1.0283553457;0.1158797374;-1.3980886337;-3.0769102022;-1.8586249771;0.6497247529;1.1281035462;4.6414529358;1.7919968199;-0.9127678862;2.2655483163;1
-0.7181309512;0.2073841476;-0.970717307;-0.3584974744;2.4566752343;-0.4910705338;-1.7478765564;-1.0837716818;-0.3724066603;-1.2842314047;-0.7734645155;0.5805374986;0.4018864104;-0.3442003497;0.2444478051;-0.9944647748;0.3871456665;-1.5666959133;0.1395581103;-0.6321346869;-0.5222366177;0.5123857383;-0.2535496571;0.3876767894;-0.5338701442;-0.6223551264;-0.7034078569;-0.0729039396;-1.8372860314;-1.6350088804;-0.1142686052;-2.6272764004;-0.0394342542;0.616134724;-0.6115470545;0.1686580398;-1.7478728348;2.0983380007;-0.0328121774;1.0293974292;1
-0.075754447;-1.4625313399;1.1574501387;-1.4816259136;-4.3097847433;0.2399842146;3.6614526826;-2.1977228236;-0.9588394033;0.1870080373;-0.057581487;-1.1729698474;-8.9893620396;-2.0500810724;-1.216640689;-0.1617602388;-0.1128858918;0.1836647699;-2.6006829004;-0.8950652366;0.3349649118;1.1664264835;0.1549537567;-5.5898567157;0.5488217439;0.5002797069;-1.6728470203;1.4645451926;0.428470382;4.7700268445;-0.9889647518;-0.6389719357;-3.435642833;1.2350286556;-1.1248798793;0.0810891194;2.2583638743;0.3853892744;2.8291811218;2.7092541807;0
0.3731416082;-0.5452029623;1.6414063198;-1.4603455055;0.4837447968;-1.6525926894;3.114885112;1.9447432705;0.2852287214;-0.5518524476;1.2031472264;-0.1448786414;-2.1611034655;2.2270792767;-2.2229867591;0.5376802273;1.5406274507;-1.6236919474;2.5258567487;0.9624252705;-0.6918717909;0.6322652034;2.5029661363;4.5335759863;-0.2661939366;-1.7649060902;0.392383349;0.0648672484;0.9892057307;3.3679023889;0.6314175903;-1.3875058577;-4.6534293266;-0.6792216869;3.0606862639;-0.5678111785;1.7170009461;-1.5015542586;0.1678261505;1.4032818997;1
-1.4915165718;1.1799597146;-0.3386601308;-1.1176501261;0.0032877401;-0.6133534212;1.5855576168;1.1968926966;0.4236494931;0.3960816829;-0.5269446917;0.5994650273;-4.097770563;-0.8452356446;-1.0448419534;1.1134282699;-1.0686026438;1.527150222;0.7212113608;0.8451786198;0.1585224562;-1.2582472521;0.3108365359;-2.006745983;-0.8421914128;1.4923251333;0.620679252;1.1096800885;1.2482465453;-0.7849873023;-0.365282328;-1.6695893495;1.4699243875;0.1867278089;-4.2368805726;0.3143615483;1.6585166977;-0.5088787226;-1.3870846269;-0.3890710528;0
-0.5637910027;-0.5914348725;0.042276228;-0.6916248577;-5.6852145637;0.5813076761;-3.4547033421;-0.6369634666;0.0648468801;-1.5172675854;1.0240137799;1.7631235788;11.2102500728;0.6978050896;0.5889134894;0.8825935601;0.7681675231;0.1951037;3.0966469319;-1.7963395155;-0.4840132681;-0.1799327745;-6.2870392597;-3.3184147366;0.1981742124;2.0574725772;0.2488472805;0.8029864439;2.9310789409;-2.2475687399;0.9789739361;1.4681328032;3.6802095613;-1.1264946047;-1.4516564962;1.5270741396;-0.1896936376;1.1917685246;0.0251363541;2.3589244785;1
1.1918406899;-0.1091454292;1.4929055245;-1.2159427005;0.0380022023;0.8707242386;2.8097247598;0.7519658832;-0.7434984202;-1.6952473607;-0.5912316204;0.8530231375;-1.0442011707;-1.2681848619;-1.5735890727;-0.2602515229;0.0213729991;-1.2423410697;0.1366678168;1.6810661348;0.8822999876;0.5650666774;-0.8168096473;1.6417649057;1.2690082106;1.1962023779;-0.1854152822;-0.257756623;0.9394387256;0.6876285491;-1.5213477693;-0.7151144284;-3.6747039342;0.6181365212;-0.7793991849;-0.4970329467;0.3328354926;-0.9366164317;-0.5270562683;-1.3959185641;0
-1.329904221;0.297407633;-1.4792336712;-0.6537129874;-1.7263701912;-0.4069166604;3.3510559355;-4.2637847044;0.1261074382;0.6685197777;-0.2824963246;-2.4804432772;-4.716670721;1.1263401905;0.1670700184;0.3349199516;0.1062048602;-2.5562061733;0.3236613349;-0.450836848;-0.4020423411;-1.5088695754;1.0991722358;0.814145079;-0.5640953832;-0.5255403321;0.5178222968;1.8868035338;0.4808499189;1.5897455793;1.7352223411;-1.0424694792;-2.5015958796;-2.3302282646;-1.6854102679;1.4933490835;0.1335491161;-1.0447511517;-0.799909268;1.1098558204;1
-0.8321434221;-0.2050025697;0.0648026403;-0.462007975;0.3389392285;-1.417832406;5.1621035109;-1.7748941628;0.692134632;-0.3772565044;-0.10272007;1.0340966952;-8.9731367716;0.1969521232;-1.8379392499;2.3622351091;1.5984860804;-1.5451391015;-1.0695864253;-0.3159601719;0.1958301162;0.3275033776;1.7463282171;-2.1768871238;0.7247248284;0.9566110029;-2.1612486776;0.9022256326;-3.0663085638;-2.1130811067;0.7640163372;1.4736704008;-1.2648076881;0.2562313697;-1.4953197829;0.4340966353;-3.0475793424;0.3270434561;-1.3293135765;-1.2517159801;0
0.6854616754;-0.7790643847;0.080221231;-1.4466056889;-4.298987114;0.3501794785;2.5025615673;-1.491942766;-0.8285826982;-0.7007960102;-0.3687482534;0.617406249;-7.3306478049;0.9049853534;0.8288095888;0.0408197315;0.3086791762;-1.0702684678;-3.5293845681;0.500834701;1.3646032711;1.0779501945;0.124741732;-4.5553589384;0.001783493;-1.0331471597;-0.6602480528;1.646129988;-2.207896501;1.7362271893;-1.0889267754;0.3509955786;2.0013723364;-0.0280164191;-0.8412031868;-0.1360838927;1.4121549083;-0.1740614764;-2.6760903579;-1.3214202739;0
0.5746312103;-0.0754572336;-0.0814085576;0.2308885053;7.1322662641;-0.4111324459;-0.4491390255;2.8370888172;0.352973539;-0.5466638394;-0.423230507;0.772228535;-8.1549472473;-0.468640011;-1.801050746;1.4552016154;-1.5750446136;-1.052136809;0.24894389;1.8293075395;0.8602677493;-1.8460777152;2.5030700905;-2.5244110218;0.2042856876;1.0704276748;-1.8117393161;-0.3441916503;-2.111012207;-3.3227742176;-1.8572640753;-1.9288248054;0.5256918018;0.6956164925;-4.0246540987;-1.0808005501;0.4700480539;0.2393583145;0.7075547574;2.3043811272;0
-0.0546887327;-0.1806676004;-1.0077877691;-0.6559728275;1.8083595256;0.2401092778;5.5866174285;-1.5622685405;0.5627507335;0.1890911724;-0.2528778726;-0.8184933703;-12.1024647107;-0.6797092554;-0.696969247;-1.1098556818;-0.5381181445;-1.253825977;-2.8356665295;-0.380784539;1.359903045;0.870132555;3.0963379043;-3.1066940367;-0.915149556;-1.1969775924;0.2999914803;-1.1577413191;-2.879078279;-3.8289936962;0.7407192474;-1.2206627371;-0.0994610193;1.7856703998;-2.655308643;0.3328473744;-1.5026323217;0.3937222091;-1.9750234813;-1.5734628803;0
1.0482551592;0.5756312471;-0.3857961413;0.8842161095;2.5592204146;-0.5538214209;-1.967216999;3.2915491903;0.9250407044;0.3612904422;-0.8284133763;1.1086348935;8.196405609;-0.6043545422;5.5121472026;1.05129597;-0.8506567965;1.4426393767;-0.9128690764;-0.5330419169;-0.797335323;-0.1042535914;0.1035729507;-0.9270719427;-0.7910772454;-0.0537832948;0.4795630845;0.2843777698;0.7047788543;-2.9482066906;1.0308861614;1.2538130417;0.298765982;0.6792890219;4.2640969529;-0.3049562646;-1.898456531;0.8100184746;-0.4497812025;0.3442974507;1
1.8914596981;0.1468724204;-0.1238197649;-0.3459298786;0.5937063333;-0.5279081004;-0.5742019019;3.3912494322;1.7484757956;0.2367313862;-1.0343921347;-0.4032732702;6.3953778507;0.0196715984;3.0260701493;-0.8693611274;0.1912292662;2.0571504123;0.4337297356;0.3596985117;0.916943362;1.5816197948;0.916330302;1.0374703254;-0.639566307;-0.0324002693;0.8824002393;2.0689405776;2.7751237899;0.6705841883;-0.5295687036;1.4640201573;-1.6945593415;0.9041139625;4.271452211;0.8072316407;0.361934763;1.3684845432;0.681279872;1.0441107365;1
1.6267771942;-2.1706322874;0.0749713411;-2.4108884177;-0.4309717569;0.1443729663;-0.7907060053;2.8012461827;0.4052266181;-1.6003596574;-0.7564182829;-0.3994439615;6.6460434393;-0.0046771773;-0.1574052981;-0.0894552085;1.5569567029;0.1885756989;2.2219817177;-1.7113528241;-0.5490949194;0.1573228924;-3.8750099658;1.3083503052;-0.8130706621;0.5531202324;0.2218101311;-0.3986640388;0.9021102145;0.5761480583;1.3035277704;-0.1526341604;-3.1440115341;-0.4668134971;0.811481599;-0.2089310577;0.3560527987;-0.1483953347;-1.4449497145;1.2813904119;1
0.9958666432;0.9718803953;0.2119509362;0.1579729464;-3.7170240335;-0.1155129828;-0.9470245056;-0.3383607365;-0.6750104023;-0.6414127522;0.3168946106;1.1977322146;5.5242295873;-0.9601848795;3.8865473829;0.8942208789;0.9518197634;0.876223807;1.008445209;1.1847267834;0.1431890128;2.4102852868;-1.349636525;0.2806504952;1.715618399;-0.5264071356;1.9196388442;-0.9898285943;5.1279010507;6.1083641977;0.0471004792;-1.5942568812;-2.368144739;-1.2180131795;2.7189911822;0.6136629069;6.1107782993;-0.3526460929;2.8164810005;3.9095777313;0
